NinjaScript File,Error,Code,Line,Column,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.LastHeartbeatTime' and 'RLExecutor.TcpServerManager.LastHeartbeatTime',CS0229,71,17,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,72,17,
DataExtractorcs.cs,'ADX' does not contain a definition for 'Plus' and no accessible extension method 'Plus' accepting a first argument of type 'ADX' could be found (are you missing a using directive or an assembly reference?),CS1061,350,41,
DataExtractorcs.cs,'ADX' does not contain a definition for 'Minus' and no accessible extension method 'Minus' accepting a first argument of type 'ADX' could be found (are you missing a using directive or an assembly reference?),CS1061,351,41,
DataExtractorcs.cs,The name 'IsLastBarOfSession' does not exist in the current context,CS0103,452,20,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,80,21,
RLExecutor.cs,The call is ambiguous between the following methods or properties: 'RLExecutor.TcpServerManager.Stop()' and 'RLExecutor.TcpServerManager.Stop()',CS0121,86,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,89,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,89,41,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ServerIP' and 'RLExecutor.TcpServerManager.ServerIP',CS0229,89,58,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Port' and 'RLExecutor.TcpServerManager.Port',CS0229,89,69,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ServerIP' and 'RLExecutor.TcpServerManager.ServerIP',CS0229,92,59,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,93,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Port' and 'RLExecutor.TcpServerManager.Port',CS0229,93,57,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,94,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,97,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,97,32,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ServerIP' and 'RLExecutor.TcpServerManager.ServerIP',CS0229,97,57,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Port' and 'RLExecutor.TcpServerManager.Port',CS0229,97,68,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,100,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,101,21,
RLExecutor.cs,The call is ambiguous between the following methods or properties: 'RLExecutor.TcpServerManager.ServerLoop()' and 'RLExecutor.TcpServerManager.ServerLoop()',CS0121,101,47,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,102,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,103,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,110,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,110,47,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,112,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,114,31,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,115,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,118,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,131,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,134,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,138,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,139,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,143,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,143,54,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,147,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,152,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,156,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,160,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,160,54,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,164,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,169,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,173,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,177,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,177,55,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,181,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,186,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,186,49,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,190,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,191,33,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,194,33,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,198,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,201,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,201,32,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,205,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,205,47,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,223,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,223,43,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,223,63,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,227,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,232,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,232,41,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,242,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,245,36,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.bufferSize' and 'RLExecutor.TcpServerManager.bufferSize',CS0229,245,58,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,246,33,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,248,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,248,41,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,256,21,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,256,46,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,261,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,264,32,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.bufferSize' and 'RLExecutor.TcpServerManager.bufferSize',CS0229,264,54,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,265,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,269,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,271,31,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,272,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,275,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,277,31,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,278,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,290,17,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,290,28,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,292,24,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,297,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,300,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,300,38,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,301,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,302,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,303,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,306,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,306,44,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,308,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,308,67,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,308,86,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,311,53,
RLExecutor.cs,The call is ambiguous between the following methods or properties: 'RLExecutor.TcpServerManager.SendMessage(string)' and 'RLExecutor.TcpServerManager.SendMessage(string)',CS0121,312,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.LastHeartbeatTime' and 'RLExecutor.TcpServerManager.LastHeartbeatTime',CS0229,315,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,318,36,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,322,51,
RLExecutor.cs,The call is ambiguous between the following methods or properties: 'RLExecutor.TcpServerManager.SendMessage(string)' and 'RLExecutor.TcpServerManager.SendMessage(string)',CS0121,323,37,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,327,37,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,336,36,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,336,49,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,336,67,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,339,37,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,341,53,
RLExecutor.cs,The call is ambiguous between the following methods or properties: 'RLExecutor.TcpServerManager.SendMessage(string)' and 'RLExecutor.TcpServerManager.SendMessage(string)',CS0121,370,49,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.LastHeartbeatTime' and 'RLExecutor.TcpServerManager.LastHeartbeatTime',CS0229,371,49,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.OnMessageReceived' and 'RLExecutor.TcpServerManager.OnMessageReceived',CS0229,376,49,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.LastHeartbeatTime' and 'RLExecutor.TcpServerManager.LastHeartbeatTime',CS0229,390,52,
RLExecutor.cs,The call is ambiguous between the following methods or properties: 'RLExecutor.TcpServerManager.SendMessage(string)' and 'RLExecutor.TcpServerManager.SendMessage(string)',CS0121,394,41,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.LastHeartbeatTime' and 'RLExecutor.TcpServerManager.LastHeartbeatTime',CS0229,395,41,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,406,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,406,72,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,409,33,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,411,39,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,412,33,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,415,33,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,417,39,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,418,33,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,427,25,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,427,45,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,430,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,432,35,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,433,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,436,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,438,35,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,439,29,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,447,17,
RLExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,447,28,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,38,40,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,38,58,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,65,17,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ServerIP' and 'RLExecutor.TcpServerManager.ServerIP',CS0229,66,17,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Port' and 'RLExecutor.TcpServerManager.Port',CS0229,67,17,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.bufferSize' and 'RLExecutor.TcpServerManager.bufferSize',CS0229,68,22,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.connectionTimeout' and 'RLExecutor.TcpServerManager.connectionTimeout',CS0229,69,22,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.messageBuffer' and 'RLExecutor.TcpServerManager.messageBuffer',CS0229,70,17,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.LastHeartbeatTime' and 'RLExecutor.TcpServerManager.LastHeartbeatTime',CS0229,71,17,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,72,17,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,80,21,
TraderExecutor.cs,The call is ambiguous between the following methods or properties: 'RLExecutor.TcpServerManager.Stop()' and 'RLExecutor.TcpServerManager.Stop()',CS0121,86,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,89,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,89,41,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ServerIP' and 'RLExecutor.TcpServerManager.ServerIP',CS0229,89,58,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Port' and 'RLExecutor.TcpServerManager.Port',CS0229,89,69,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ServerIP' and 'RLExecutor.TcpServerManager.ServerIP',CS0229,92,59,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,93,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Port' and 'RLExecutor.TcpServerManager.Port',CS0229,93,57,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,94,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,97,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,97,32,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ServerIP' and 'RLExecutor.TcpServerManager.ServerIP',CS0229,97,57,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Port' and 'RLExecutor.TcpServerManager.Port',CS0229,97,68,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,100,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,101,21,
TraderExecutor.cs,The call is ambiguous between the following methods or properties: 'RLExecutor.TcpServerManager.ServerLoop()' and 'RLExecutor.TcpServerManager.ServerLoop()',CS0121,101,47,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,102,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,103,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,110,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,110,47,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,112,25,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,114,31,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,115,25,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,118,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.IsRunning' and 'RLExecutor.TcpServerManager.IsRunning',CS0229,131,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,134,25,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,138,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,139,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,143,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,143,54,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.ClientStream' and 'RLExecutor.TcpServerManager.ClientStream',CS0229,147,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,152,25,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,156,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,160,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,160,54,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Client' and 'RLExecutor.TcpServerManager.Client',CS0229,164,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,169,25,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,173,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,177,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,177,55,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Server' and 'RLExecutor.TcpServerManager.Server',CS0229,181,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,186,25,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,186,49,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,190,29,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,191,33,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,194,33,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.serverThread' and 'RLExecutor.TcpServerManager.serverThread',CS0229,198,25,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,201,21,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.Name' and 'RLExecutor.TcpServerManager.Name',CS0229,201,32,
TraderExecutor.cs,Ambiguity between 'RLExecutor.TcpServerManager.logFunc' and 'RLExecutor.TcpServerManager.logFunc',CS0229,205,21,
